Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
"Egypt, Arab Rep.",World,Metals,Export,Export(US$ Mil),           1781.73,           2328.44,           1976.08,           1494.87,           1503.42,           1942.33,           2577.10,           2506.51,           3160.90,           2660.11,           2238.22,           3001.45,           1180.44,           1095.51,            854.25,            752.74,            519.19,            400.98,            308.95,            306.01,            230.25,            287.23,            315.97,            301.10,            408.92,            375.93,,,,,,
"Egypt, Arab Rep.",World,Minerals,Export,Export(US$ Mil),            497.86,            463.78,            404.19,            370.96,            398.46,            396.02,            654.31,            744.40,            661.77,            433.27,            844.92,            567.73,            341.29,            439.78,            464.37,            436.30,            275.21,            126.23,             48.77,             44.32,             32.19,             37.62,             39.18,             24.04,             20.88,             16.18,,,,,,
"Egypt, Arab Rep.",World,Miscellaneous,Export,Export(US$ Mil),            373.43,            418.88,            412.22,            467.83,            461.85,            733.13,            664.64,            470.89,            417.29,            389.72,            438.27,            431.98,           2848.14,           1691.62,           1240.28,            489.08,            413.25,            459.70,            314.61,            156.43,            197.00,            114.26,             45.63,             24.55,             21.98,             21.25,,,,,,
"Egypt, Arab Rep.",World,Plastic or Rubber,Export,Export(US$ Mil),           2146.26,           1908.78,           1631.44,           1274.23,           1480.75,           1757.45,           1621.91,           1354.46,           1202.62,            955.24,            812.01,            940.33,            476.59,            398.29,            315.33,            228.50,            160.50,             92.25,            117.43,             85.12,            118.86,             46.06,             60.88,             40.38,             34.20,             23.16,,,,,,
"Egypt, Arab Rep.",World,Raw materials,Export,Export(US$ Mil),           5412.21,           5260.31,           5191.79,           4793.75,           5039.46,           6017.02,           6273.59,           6171.90,           6470.82,           4822.70,           4940.26,           4549.81,           1985.27,           1582.31,           1256.28,           1400.23,           1036.98,            943.64,            696.56,            757.26,            717.33,            571.36,            997.15,           1153.85,           1139.27,           1213.43,,,,,,
"Egypt, Arab Rep.",World,Stone and Glass,Export,Export(US$ Mil),           3098.54,           2482.81,           3041.32,           3498.21,           1500.84,           1700.39,           1948.51,           2433.08,           2544.70,           1928.64,           1791.60,            588.61,            327.78,            428.18,            153.93,            257.25,            208.44,            370.40,            107.96,            395.72,            103.74,             77.02,            144.61,             40.71,             38.48,             35.78,,,,,,
"Egypt, Arab Rep.",World,Textiles and Clothing,Export,Export(US$ Mil),           3244.13,           3201.04,           2922.00,           2673.56,           2941.64,           3016.28,           3100.73,           2913.30,           3435.57,           2903.74,           2474.25,           1764.10,            651.93,            543.58,            651.24,           1005.63,            898.02,            801.52,            722.51,            926.09,            878.91,            937.96,            909.40,            766.93,            991.87,           1098.52,,,,,,
"Egypt, Arab Rep.",World,Transportation,Export,Export(US$ Mil),             89.73,            119.35,            135.22,            155.23,            105.74,            123.58,            178.16,            129.01,            102.93,            114.07,            151.71,            142.56,              8.29,             15.67,             42.38,             28.64,              6.37,              6.67,              5.21,              4.61,              5.75,              4.35,             28.26,              2.39,              3.43,              3.03,,,,,,
"Egypt, Arab Rep.",World,Vegetable,Export,Export(US$ Mil),           3408.86,           3039.66,           3073.14,           3011.25,           3090.10,           3016.15,           3031.13,           2783.27,           3067.05,           2980.02,           3093.30,           2053.10,           1062.35,            734.03,            757.10,            634.50,            421.84,            345.02,            357.24,            332.94,            283.23,            363.95,            259.75,            351.76,            310.66,            246.73,,,,,,
"Egypt, Arab Rep.",World,Wood,Export,Export(US$ Mil),            568.03,            654.26,            575.62,            518.90,            476.21,            514.11,            446.91,            515.78,            536.12,            454.87,            370.96,            368.43,             72.54,             61.04,             64.69,             31.83,             41.26,             35.84,             43.38,             30.56,             26.59,             30.87,             23.24,             27.00,             34.39,             24.32,,,,,,
"Egypt, Arab Rep.",World,All Products,Export,Exports (in US$ Mil),          30632.55,          29483.04,          26434.04,          22973.37,          21852.05,          26812.20,          28779.41,          29417.01,          31582.44,          26331.84,          24182.27,          25966.76,          16167.28,          13719.96,          10645.56,           7680.18,           6159.28,           4662.43,           4140.83,           4693.49,           3500.90,           3195.26,           3907.97,           3534.49,           3444.14,           3472.54,,,,,,
"Egypt, Arab Rep.",World,Capital goods,Import,Import(US$ Mil),          15724.77,          15057.11,          11722.27,          14741.21,          14320.92,          13053.76,          12426.92,          11603.32,          11058.85,          11472.77,          11151.20,          11607.18,           4740.27,           3643.05,           3431.19,           2378.15,           2021.39,           2463.89,           2846.49,           3407.50,           3974.22,           4040.36,           3349.24,           3031.92,           2652.95,           2490.09,,,,,,
"Egypt, Arab Rep.",World,Consumer goods,Import,Import(US$ Mil),          22553.35,          25781.54,          22410.24,          24040.20,          26137.88,          21308.03,          19791.82,          22557.62,          18449.04,          16522.98,          11702.49,          12657.87,           5612.87,           4905.76,           4285.31,           2897.78,           2146.49,           2611.81,           2762.79,           3443.45,           2830.11,           2814.19,           2292.28,           2088.94,           2047.45,           1647.85,,,,,,
"Egypt, Arab Rep.",World,Intermediate goods,Import,Import(US$ Mil),          22892.99,          24587.86,          19717.48,          20558.73,          21000.90,          21689.82,          20878.17,          21019.37,          19444.32,          15160.61,          14612.43,          18607.87,           6283.05,           4836.43,           5457.03,           3757.36,           3157.63,           3644.33,           3912.33,           3956.27,           5146.44,           5540.25,           5130.79,           4933.61,           4651.38,           3442.56,,,,,,
"Egypt, Arab Rep.",World,Raw materials,Import,Import(US$ Mil),          17420.05,          16950.17,          12686.46,          11225.49,          12412.49,          15025.26,          10850.84,          14679.42,          13326.15,           9843.39,           7444.27,           9876.86,           6276.72,           4292.33,           4122.96,           2343.70,           2037.59,           2544.17,           2329.94,           2539.06,           3029.07,           2851.30,           2328.20,           2914.61,           2359.62,           1981.26,,,,,,
