Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Rwanda,World,Raw materials,Export,Export(US$ Mil),            239.66,            322.40,            309.55,            178.15,            212.68,            294.01,            309.56,            232.04,            261.86,            165.99,            106.65,            209.43,            126.10,            100.27,            101.44,             71.03,             29.51,             18.86,             37.87,,             37.08,             10.11,             23.17,              7.12,,,,,,,,
Rwanda,World,Stone and Glass,Export,Export(US$ Mil),            318.29,            148.21,            181.05,             83.62,             30.87,             12.82,              1.99,              0.83,              4.06,              0.34,              1.26,              2.50,              0.21,              0.65,              0.03,              0.04,              0.00,              0.04,              0.03,,              2.53,              0.86,              0.00,              0.05,,,,,,,,
Rwanda,World,Textiles and Clothing,Export,Export(US$ Mil),             26.90,             22.58,             20.89,              8.05,              5.34,              3.64,              7.40,              1.24,              4.22,              2.32,              3.64,              1.67,              1.07,              0.74,              1.75,              1.52,              1.19,              2.16,              1.71,,              0.25,              0.59,              0.15,              0.19,,,,,,,,
Rwanda,World,Transportation,Export,Export(US$ Mil),             19.25,             21.64,             10.38,             10.66,             21.12,             14.26,             13.22,             16.00,             19.96,              5.07,             26.54,              4.68,              6.87,              5.28,              5.00,              1.49,              1.60,              1.67,              2.14,,              0.01,              0.08,              0.00,              0.64,,,,,,,,
Rwanda,World,Vegetable,Export,Export(US$ Mil),            301.81,            308.01,            262.16,            220.11,            210.33,            183.07,            169.17,            172.99,            146.03,             97.29,            112.48,            196.35,             68.17,             78.23,             61.84,             53.20,             26.69,              0.12,             32.73,,             45.32,             27.77,             32.48,              6.10,,,,,,,,
Rwanda,World,Wood,Export,Export(US$ Mil),              7.28,              5.16,              4.42,              4.14,              2.72,              3.34,              2.07,              0.63,              0.90,              2.03,              0.27,              0.48,              0.16,              0.38,              0.57,              0.20,              0.02,              0.03,              0.09,,              0.21,              0.01,              0.05,              0.01,,,,,,,,
Rwanda,World,All Products,Export,Exports (in US$ Mil),           1161.75,           1004.20,            942.65,            613.07,            593.62,            615.82,            622.45,            387.16,            400.08,            240.11,            260.66,            398.31,            183.51,            143.31,            149.91,             99.54,             51.28,             54.11,            186.71,,             56.59,             39.46,             53.83,              9.76,,,,,,,,
Rwanda,World,Capital goods,Import,Import(US$ Mil),            620.52,            570.52,            544.31,            633.22,            558.95,            477.81,            411.20,            420.71,            284.82,            285.31,            302.24,            281.30,            174.15,            121.10,             98.81,             67.65,             60.83,             56.17,             51.36,,             45.54,             51.31,             59.63,             60.52,,,,,,,,
Rwanda,World,Consumer goods,Import,Import(US$ Mil),           1500.77,           1455.05,           1425.29,           1360.43,           1219.29,           1135.98,           1011.66,            652.54,            775.07,            611.52,            470.99,            417.11,            264.40,            305.34,            174.34,            161.00,            137.18,            125.55,            153.78,,             99.78,            111.53,            111.67,             95.53,,,,,,,,
Rwanda,World,Intermediate goods,Import,Import(US$ Mil),            874.83,            586.53,            554.37,            441.64,            500.44,            470.61,            446.80,            386.30,            401.75,            300.11,            293.86,            289.07,            162.89,            124.09,             93.99,             74.26,             60.55,             63.55,             61.15,,             56.51,             83.41,             71.55,             45.46,,,,,,,,
