Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Sudan,China,All Products,Export,Partner share(%)-Top 5 Export Partner,,     20.33,     17.32,     12.59,     56.43,     50.14,,      2.87,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,China,All Products,Import,Partner share(%)-Top 5 Import Partner,,     17.39,     22.00,     19.44,     22.76,     19.16,,     18.28,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,"Egypt, Arab Rep.",All Products,Export,Partner share(%)-Top 5 Export Partner,,     16.04,     10.09,     15.24,      2.72,      3.85,,      3.91,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,"Egypt, Arab Rep.",All Products,Import,Partner share(%)-Top 5 Import Partner,,,,      5.97,      6.49,      5.05,,      7.04,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Ethiopia(excludes Eritrea),All Products,Export,Partner share(%)-Top 5 Export Partner,,,      3.56,,,      2.56,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,India,All Products,Export,Partner share(%)-Top 5 Export Partner,,      2.69,,,      3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,India,All Products,Import,Partner share(%)-Top 5 Import Partner,,      8.33,      6.86,      6.62,      8.53,      7.96,,      9.96,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Italy,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,      7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,,,      5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Jordan,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,      8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Malaysia,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,      7.08,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Russian Federation,All Products,Import,Partner share(%)-Top 5 Import Partner,,     15.09,,     18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Saudi Arabia,All Products,Export,Partner share(%)-Top 5 Export Partner,,     16.26,     14.16,     13.33,     14.38,      7.55,,      2.92,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Saudi Arabia,All Products,Import,Partner share(%)-Top 5 Import Partner,,     10.22,      6.91,,,,,      8.24,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,United Arab Emirates,All Products,Export,Partner share(%)-Top 5 Export Partner,,     27.46,     40.24,     31.92,     14.42,     25.25,,     75.30,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,United Arab Emirates,All Products,Import,Partner share(%)-Top 5 Import Partner,,      7.51,     10.64,      9.80,      5.57,     10.48,,      5.44,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,All Products,Trade Indicator,Country Growth (%),,     -7.73,     16.23,     -1.34,    -17.89,     -4.30,,   1271.47,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,All Products,Tariff,Duty Free Tariff Lines Share (%),,,     33.82,,,,,     40.51,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Animal,Export,Export Product share(%),,     23.20,     21.18,     22.74,     11.51,     10.06,,      2.99,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Capital goods,Export,Export Product share(%),,      1.40,      0.16,      0.70,      0.03,      0.06,,      0.24,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Chemicals,Export,Export Product share(%),,      0.32,      0.34,      0.35,      0.19,      0.69,,      3.14,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Consumer goods,Export,Export Product share(%),,      2.98,      5.07,      3.95,      2.48,      3.39,,      0.64,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Food Products,Export,Export Product share(%),,      1.12,      1.98,      3.37,      1.76,      1.84,,      1.94,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Footwear,Export,Export Product share(%),,      0.00,      0.00,      0.00,      0.00,      0.00,,      0.00,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Fuels,Export,Export Product share(%),,     14.08,     12.94,     10.63,     53.70,     50.15,,      0.03,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Hides and Skins,Export,Export Product share(%),,      0.45,      0.58,      1.73,      0.59,      0.69,,      1.49,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Intermediate goods,Export,Export Product share(%),,     28.87,     39.59,     41.16,     14.93,     27.88,,     81.38,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Mach and Elec,Export,Export Product share(%),,      0.22,,      0.03,      0.01,      0.03,,      0.07,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Metals,Export,Export Product share(%),,      0.63,      0.73,      2.22,      0.42,      0.35,,      0.91,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Minerals,Export,Export Product share(%),,      0.05,      0.08,      0.04,      0.07,      0.41,,      0.13,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Miscellaneous,Export,Export Product share(%),,      0.13,      0.00,      0.01,      0.01,      0.02,,      0.03,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Plastic or Rubber,Export,Export Product share(%),,      0.10,      0.08,      0.06,      0.06,      0.06,,      0.05,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Raw materials,Export,Export Product share(%),,     66.75,     55.18,     51.41,     82.55,     67.15,,     17.67,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Stone and Glass,Export,Export Product share(%),,     25.18,     36.63,     27.69,     12.28,     24.27,,     75.02,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Textiles and Clothing,Export,Export Product share(%),,      4.39,      3.28,      2.05,      0.71,      0.56,,      0.86,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Transportation,Export,Export Product share(%),,      1.34,,      0.01,      0.03,      0.09,,      0.18,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Vegetable,Export,Export Product share(%),,     28.67,     21.87,     29.01,     16.85,     10.74,,     13.04,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Wood,Export,Export Product share(%),,      0.11,      0.30,      0.04,      1.81,      0.02,,      0.13,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Capital goods,Import,Import Product share(%),,     23.21,     27.37,     21.65,     26.30,     23.07,,     26.66,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Consumer goods,Import,Import Product share(%),,     41.13,     40.22,     35.11,     45.54,     44.32,,     39.36,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Intermediate goods,Import,Import Product share(%),,     16.45,     23.07,     20.47,     24.61,     18.23,,     21.05,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Raw materials,Import,Import Product share(%),,     19.17,      9.29,     22.75,      3.35,     14.33,,      6.39,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,All Products,Tariff,Maximum Rate (%),,,     40.00,,,,,     40.00,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,All Products,Tariff,Simple Average (%),,,     14.28,,,,,     12.09,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,All Products,Tariff,Weighted Average (%),,,     14.01,,,,,     12.12,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Capital goods,Tariff,Weighted Average (%),,,     11.99,,,,,      9.01,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Consumer goods,Tariff,Weighted Average (%),,,     16.58,,,,,     13.30,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Intermediate goods,Tariff,Weighted Average (%),,,     16.40,,,,,     15.36,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Raw materials,Tariff,Weighted Average (%),,,      7.73,,,,,      5.04,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,All Products,Trade Indicator,World Growth (%),,      3.50,      5.68,     -1.24,     -6.61,      0.12,,     -0.01,,,,,,,,,,,,,,,,,,,,,,,,
